StatLevel/internal05,"老陽"
Story/D_5_3_2_Break_054,"哦，我聽明白了。"
Story/D_5_3_2_Break_053,"隨你怎麼說。"
Story/D_5_3_2_Break_052,"好個心胸狹隘，鼠目寸光之輩！"
Story/D_5_3_2_Break_051,"不巧得很，比起中原武林會怎麼樣， 我們唐門更重視自家人，最擅長的就是因私忘公。 小師妹怎麼也不能託付給你這種虛偽矯情的大少爺。"
Story/D_5_3_2_Break_050,"哼。"
Story/D_5_3_2_Break_049,"能給你耽誤的時間已經夠多了。 本公子作不作得唐門快婿，又非你說了作算，何必多費口舌？ 這便請回吧。"
Story/D_5_3_2_Break_048,"你……。"
Story/D_5_3_2_Break_047,"於公，上官家主今為官身，兩家結親有損南宮公道清名。 於私，呵，本公子的家事還輪不到你這等嘍囉來過問吧？"
Story/D_5_3_2_Break_046,"可笑，與螢姑娘那門親事，不是你親自退的嗎？"
Story/D_5_3_2_Break_045,"此事真兇仍在偵查，未有定數以前，不能妄下結論。 家仇不共戴天，卻不能以私害公，罔顧天下正氣。 結親，是為集結兩大世家之力，登高呼籲正道，共抗魔教。"
Story/D_5_3_2_Break_044,"大公子既然不信本門清白，焉能與仇家結親？ 否則愧對老太爺在天之靈，豈非不孝。"
Story/T_5_3_2_Break_004,"指向唐門的證據並非沒有，但細究起來，多半全是嫁禍。 縱使如此，也不能說明唐門沒有嫌疑，為何不能是他們故佈疑陣？"
Story/D_5_3_2_Break_043,"……哼。"
Story/D_5_3_2_Break_042,"本門到江陵馳援，你還疑心本門對老太爺下毒，放話要我們好看。 今日卻來求親，可是事情水落石出，你發覺錯怪好人了？"
Story/D_5_3_2_Break_041,"那我可要開門見山說了。"
Story/D_5_3_2_Break_040,"好你個牙尖嘴利的狗奴才，本公子不與你鬥，廢話少說。 話說完了就請離本公子遠點。"
Story/D_5_3_2_Break_039,"這裡是蜀中唐門，可不是你江陵南宮世家。"
Story/D_5_3_2_Break_038,"外姓弟子也是唐門弟子，你來唐門求親，卻和唐門如此不熟嗎？ 都沒求到親，就對本門的門規說三道四，氣焰未免跋扈了吧。"
Story/O_5_3_2_Break_004,"反唇相譏，嗆他"
Story/D_5_3_2_Break_037,"要問就問，答不答在我。 至於這些廢話，就不必多說。"
Story/D_5_3_2_Break_036,"我就是不姓唐，也是唐門長大的。 這些事不向大公子討教清楚不行。"
Story/O_5_3_2_Break_003,"遠來是客，讓他"
Story/T_5_3_2_Break_003,"周遭一沒人，講話登時就不客氣了啊。"
Story/D_5_3_2_Break_035,"你？你甚至都不姓唐。有何臉面來問我話？"
Story/D_5_3_2_Break_034,"代掌門對你沒什麼話說，我卻有。"
Story/D_5_3_2_Break_033,"趙少俠，本公子用完餐後，還要運功調息，以備午後比試。 唐三俠若有什麼話要你傳達，還請長話短說。"
Story/N_5_3_2_Break_008,"二人離席而去，目光到處，周遭賓客也識趣地走開。"
Story/D_5_3_2_Break_032,"好，好，你們年輕人聊。"
Story/D_5_3_2_Break_031,"叔公，請您暫時迴避，這位趙少俠，想必有話要對我說。"
Story/N_5_3_2_Break_007,"大公子脖頸一仰，倒扣酒杯，以示磊落。 你暗道一聲好氣魄，也跟著飲盡杯中酒水。"
Story/N_5_3_2_Break_006,"大公子以袖掩嘴，脖頸一仰，乍看豪爽，實則將酒都收進袖中。 你看破卻不說破，飲盡杯中酒水。"
Story/D_5_3_2_Break_030,"大公子好氣魄，請。"
Story/D_5_3_2_Break_029,"……趙少俠客氣了，先乾為敬。"
Story/D_5_3_2_Break_028,"大公子這邊請。"
Story/D_5_3_2_Break_027,"借一步說話。"
Story/D_5_3_2_Break_026,"商量自是無妨，我未必做得了主就是了。"
Story/D_5_3_2_Break_025,"敢問何事？"
Story/D_5_3_2_Break_024,"趙兄弟，你來得正好。 實不相瞞，本公子有一要事，欲尋貴掌門相商， 又苦無良機，唯恐遭人非議，你卻自己找上我來。"
Story/D_5_3_2_Break_023,"我特來敬大公子一杯，明日要比武，不喝酒的話，喝茶也行。"
Story/T_5_3_2_Break_002,"這位小兄弟好會做人，倒顯得我們心胸狹窄了。"
Story/N_5_3_2_Break_005,"你這說法，等如是給眾人一道下台階，眾人鬆了一口氣之餘， 也覺自己小人之心度君子之腹，不由得紛紛臉紅。 幾個膽大的人吃得正香，聽了好不得意，又夾了幾筷子，炫耀自己膽氣。"
Story/N_5_3_2_Break_004,"你臉帶笑意，四面拱手，以示歉意。 其實唐門以毒藥暗器聞名，誰敢不留心眼兒，在唐門地盤大快朵頤？ 滿桌菜色沒幾人動筷，吃的都是自帶的飲食。"
Story/D_5_3_2_Break_022,"各路英雄也是，有吃不慣的，多請海涵。 這回就算本門疏忽，招待不週，請勿見怪。"
Story/D_5_3_2_Break_021,"您老太見外了，這點小事，其實和我們說一聲就成了。 不過既然你們飯菜已做好了，不吃也怪糟蹋。"
Story/D_5_3_2_Break_020,"趙兄說笑了，要作唐門女婿，怎能沒有這點膽識呢？"
Story/N_5_3_2_Break_003,"此話一出，二人登時臉上變色。 其實不只二人謹慎，外堡備好的酒菜也沒幾人動筷，都是自備飲食。 唐門以毒藥暗器聞名，誰敢不留心眼兒，在唐門地盤大快朵頤？"
Story/D_5_3_2_Break_019,"那就好，我還怕你們是疑心有毒呢。"
Story/D_5_3_2_Break_018,"少俠哪兒的話呢？就是老兒我年紀大，吃得養生點， 不吃重鹹、重辣，又不好意思挑三揀四，只得自備吃食了。"
Story/D_5_3_2_Break_017,"……可是我們這兒燒的菜式不合大家胃口嗎？"
Story/D_5_3_2_Break_016,"好極，折騰那麼久，天都黑了才吃上飯，餓扁老夫了。"
Story/D_5_3_2_Break_015,"公子，偉爺，飯菜給您們送來了，放這邊桌上。 小人特意交代廚子，沒下茱萸、芥末，請二位慢用。"
Story/D_5_3_2_Break_014,"或者乾脆在山下住一晚。 天黑了，誰曉得山上會有什麼玩意兒出沒，小心駛得萬年船， 我可不是怕鬼。"
Story/D_5_3_2_Break_013,"……有些事不向大公子問個明白，實在坐立不安。 說不得，也只好打著燈籠走夜路回家了。"
Story/O_5_3_2_Break_002,"拜訪南宮深"
Story/N_5_3_2_Break_002,"也許這樣聚在一起的時光不多了，所有人都心照不宣罷了。"
Story/N_5_3_2_Break_001,"你在弟子房和同門擠在一塊，榻上地下隨意坐著。 吃得也很隨意，人手一顆飯糰而已， 饒是如此，這飯糰卻似別有一番滋味，大家都吃得津津有味。"
Story/T_5_3_2_Break_001,"對了，那時我也在，就在角落邊上。 師兄們煮酒暖身，我也分到了一小杯，入喉又辣又暖。"
Story/D_5_3_2_Break_012,"還能怎麼樣？風聲那麼喧囂，誰睡得著？ 就是點亮蠟燭，團團圍坐在一起聊天說地呀，和現在差不多了。"
Story/D_5_3_2_Break_011,"……後來怎麼樣了？"
Story/D_5_3_2_Break_010,"也沒啥，就是突然懷念從前無憂無慮的日子吧。"
Story/D_5_3_2_Break_009,"最近怎麼大家都盡挑以前的事說？"
Story/D_5_3_2_Break_008,"哈哈哈哈！對，對，對！"
Story/D_5_3_2_Break_007,"當然記得，我們跑到講經樓躲雨， 全身溼淋淋的，把好多書本畫卷弄濕了，三師兄氣到差點背過氣去。"
Story/D_5_3_2_Break_006,"怎麼沒有？大院還沒修繕以前，東一片瓦碎的，西一面窗破的， 半夜大風一刮，大把雨水潑臉上，你不記得了嗎？"
Story/D_5_3_2_Break_005,"好久沒這麼擠過了，挺熱鬧的。"
Story/D_5_3_2_Break_004,"那自然是我們這群資歷深點的委屈一下，把飯桌椅讓給師弟妹啦。"
Story/D_5_3_2_Break_003,"那倒也是，那也太不通人情了。"
Story/D_5_3_2_Break_002,"有什麼辦法呢？許多來賓受不了蜀地氣溫，喊熱。 所以三師兄命我們在練功場上搭棚架，好給來賓明日乘涼， 不住大院的師弟妹都來幫忙了，總不能忙完就趕人下山去吧？"
Story/D_5_3_2_Break_001,"好擠！"
Story/O_5_3_2_Break_001,"回房休息"
Story/D_5_3_1_160,"總算把解大俠勸走了。 光是請他們魚貫進來見面說話，居然就用了一天。 沒試過這麼難熬的。"
Story/N_5_3_1_010,"許多前來湊熱鬧、試想碰運氣的人見解無塵都來角逐， 當晚便默默的收拾東西回家去了。"
Story/N_5_3_1_009,"之後，三師兄費了九牛二虎之力，才把人姑且勸住， 勸他明日再行切磋。"
Story/D_5_3_1_159,"話不能這麼說！"
Story/D_5_3_1_158,"再有品德，無法力抗仇敵，又憑何保護妻兒家室？"
Story/D_5_3_1_157,"對……江湖傳言不可盡信，這個就是本人沒錯。"
Story/D_5_3_1_156,"……這、這就是峨嵋風神嗎？"
Story/D_5_3_1_155,"不行！我收回方才的話！ 朋友妻，不可戲！就算還沒成親，那也是未婚妻！ 就算沒有婚約，還有父母之命，我才不要碰唐布衣的女人！"
Story/D_5_3_1_154,"……負責就負責……唐姑娘這般貌美……。"
Story/D_5_3_1_153,"我小師妹萬一嫁不出去，你來負責嗎！"
Story/D_5_3_1_152,"不行！不行啊～！"
Story/D_5_3_1_151,"噢！包在我身上吧！"
Story/D_5_3_1_150,"交給你了，解大俠！上啊！"
Story/D_5_3_1_149,"……說得對吶。"
Story/D_5_3_1_148,"你別嚷嚷，趙活，別人要是看輕唐小娘子，以為她很容易娶， 那就等如看輕了唐布衣，間接就等如看輕了我！"
Story/D_5_3_1_147,"解大俠，別搗亂啦！"
Story/D_5_3_1_146,"解大俠何出此言？武功尚在其次，武德、武品才至關重要啊！"
Story/D_5_3_1_145,"連我都勝不過的庸才，連給唐布衣提鞋也不配， 求親云云，都甭提了，回家練練再來吧！ 不用等明天，我今天就把人打沒了！"
Story/D_5_3_1_144,"身為唐布衣的頭號勁敵，怎麼也不能讓唐姑娘受委屈。 今日我解某不是來求親，而是來替唐姑娘把關的！"
Story/D_5_3_1_143,"那就好了。"
Story/D_5_3_1_142,"這……確有此事，不過……。"
Story/D_5_3_1_141,"唐三俠考較我才學之前，請先容我過問一事。 聽說唐前輩原來有意將這位唐小娘子許配給唐布衣為妻，可有此事？"
Story/D_5_3_1_140,"不，二十九勝，三十敗，四十七平手，我輸多一場，那該算是我輸。"
Story/D_5_3_1_139,"重要的是『互許為畢生勁敵』，這話並沒說錯。 我和唐布衣切磋上百回，有勝有負，只在伯仲之間……。"
Story/D_5_3_1_138,"唐三俠還說漏了兩人，不過那兩個終日打情罵俏的傢伙無關緊要。"
Story/D_5_3_1_137,"小師妹，這位大俠可來頭不小。他和大師兄齊名，互許為畢生勁敵。 曾經和崆峒夏侯女俠三人一同遊歷，力挫舊魔教左護法的野心。 是當世難得的英雄人物。"
Story/D_5_3_1_136,"果真是風神解無塵！幸會，幸會！蓬蓽生輝。"
Story/D_5_3_1_135,"在下解無塵，見過唐三俠，還有唐姑娘。"
Story/D_5_3_1_134,"──下一位，來自峨嵋派，『風神』解無塵解大俠。"
Story/D_5_3_1_133,"現在才來？"
Story/D_5_3_1_132,"等等，掌門，還有一位剛來的！"
Story/D_5_3_1_131,"那我們先洗把臉，去用膳吧。"
Story/D_5_3_1_130,"嗯。"
Story/D_5_3_1_129,"沒有也沒關係，用過午膳，下午還要武試。 保不準到時就能顯出這些少年俠士各自出彩之處。"
Story/D_5_3_1_128,"沒有。"
Story/D_5_3_1_127,"小師妹，可有特別中意的人選？"
Story/D_5_3_1_126,"呼……來這麼多人求親，總算一一面試完了。"
Story/D_5_3_1_125,"陞兄，我們家大公子，可還不錯吧。 你可要擦亮眼睛了。"
Story/D_5_3_1_124,"大公子和南宮老俠，請隨我來，小心階梯。"
Story/D_5_3_1_123,"多謝掌門賜茶。"
Story/T_5_3_1_031,"唐小娘子似乎對我的回答不甚滿意。 無妨，如此說詞，於我南宮所益最深。 她一介女流也作不得主，依我看，娶嫁之事仍以唐三俠意見為重。"
Story/D_5_3_1_122,"請大公子與偉兄隨我門中弟子用些茶點，稍坐片刻再下山。 明日還有一場武試，除了要比武功，還要論武德、武品。"
Story/D_5_3_1_121,"……我先請師弟們奉茶，這事慢慢再開導於妳吧。"
Story/D_5_3_1_120,"因為螢姐姐很好，這樣很不公平。"
Story/D_5_3_1_119,"聽明白了，妳為何愀然不樂？"
Story/D_5_3_1_118,"……明白了。"
Story/D_5_3_1_117,"小師妹，妳聽明白了嗎？"
Story/D_5_3_1_116,"原來如此……為了大節割捨私情，非但無過，甚至堪稱俠義楷模。 唯有如此，方能成全南宮世家武林之心的令名， 知交無論貧富貴賤，論心而已。"
Story/N_5_3_1_008,"那人所以義憤填膺，只是偶有耳聞，為她打抱不平。 待聽了南宮深剖白，登時豁然開朗，兒女私情確不能比家族清譽相論， 最後南宮深疾言厲色，更是一臉慚愧，拱一拱手，退出廳去。"
Story/D_5_3_1_115,"無妨，無妨，我家大公子，器量大得很。"
Story/D_5_3_1_114,"原、原來是這樣，是我冒昧了，公子勿怪。"
Story/D_5_3_1_113,"但是，說我南宮深風流無妨，要想污辱樂屏娘子的名聲， 卻別怪本公子不答應，若不收回此話，不免要找少俠論清黑白對錯。"
Story/D_5_3_1_112,"我和樂屏娘子以琴藝交心，感其身世，引為異性知己。 可無半分齷齪，望諸俠明鑑。"
Story/D_5_3_1_111,"……南宮與上官做不成親家，依然是好兄弟、好朋友。 我和上官娘子今生無緣，也有兄妹情份，隨時可為她赴湯蹈火。 至於說我和樂籍賤妓私通者，更是無稽之談。"
Story/D_5_3_1_110,"上官家主前輩金盆洗手，退隱江湖，為朝廷效命。 南宮世家也和官府交好，卻始終不忘初衷，心繫武林。 試問兩家成親，江湖同道還能認為南宮剛正不阿，不偏不倚嗎？"
Story/D_5_3_1_109,"幸得江湖美言，都說我和上官娘子郎才女貌，門當戶對。 然而古語有云：『道不同不相為謀』，我倆終歸不是一路人，走不到一塊。"
Story/D_5_3_1_108,"小兄弟，還請稍安勿躁，我家公子正要說話呢。"
Story/D_5_3_1_107,"既然如此，大公子何以為了一介樂籍賤妓， 對上官大小姐如此絕情？"
Story/D_5_3_1_106,"我和上官娘子自幼便有婚約，此事眾所周知。 她容姿端秀，才華洋溢，毫無疑問是大家閨秀。"
Story/D_5_3_1_105,"這……好吧。"
Story/D_5_3_1_104,"叔公，你先別太激動。 我要求娶唐小娘子，自然要重誠意，這些話原是繞不過去的。 趁著今日天下英雄在場，不妨明說。"
Story/T_5_3_1_030,"但這個問題，不論如何都要問的。"
Story/T_5_3_1_029,"……雖然這一問下去，說不定就做不成親家……。"
Story/T_5_3_1_028,"問不得，問不得啊三師兄。 這一問下去，不就破局了嗎？"
Story/T_5_3_1_027,"問得好，小師妹，問死他！ 我倒要看看大公子害得螢姑娘傷心落淚，還能如何詭辯！ 他要是說不出個所以然來，我就是把命捨了，也要討回公道！"
Story/N_5_3_1_007,"江陵大戰以來，南宮悔婚一事眾說紛紜，但誰也不敢去打聽別人家事。 三師兄此話一出，廳中眾人登時熱議起來。"
Story/D_5_3_1_103,"陞兄，你這……這問得有點兒唐突了吧？ 不是說好考才識、學問嗎？這問題似乎超綱了。"
Story/D_5_3_1_102,"……公子的才學人品，眾所周知，豈敢相試。 只有一事不明，還請賜告，得罪勿怪。 這事……便是公子和上官千金的婚約，不知作為解釋。"
Story/D_5_3_1_101,"我只想知道這個。"
Story/D_5_3_1_100,"這……這……能不能換個問題？"
Story/D_5_3_1_099,"那你問他，為什麼不要螢姐姐，卻想娶我？"
Story/D_5_3_1_098,"陞兄，我們家大公子，可還不錯吧。 你可要擦亮眼睛了。"
Story/D_5_3_1_097,"大公子和南宮老俠，請隨我來，小心階梯。"
Story/D_5_3_1_096,"多謝掌門賜茶。"
Story/T_5_3_1_026,"唐三俠似乎對我的回答不甚滿意。 無妨，如此說詞，於我南宮所益最深。"
Story/D_5_3_1_095,"剩下的一半，將來再尋良機長晤。 請大公子與偉兄隨我門中弟子用些茶點，稍坐片刻再下山。 明日還有一場武試，除了要比武功，還要論武德、武品。"
Story/D_5_3_1_094,"……大公子所言，令唐某茅塞頓開。 雖說只答了一半，亦足見公子高才碩學，佩服，佩服。"
Story/N_5_3_1_006,"你聽了他一席高談闊論，覺得與有榮焉，飄飄然想要上天。"
Story/T_5_3_1_025,"呸，我算什麼大俠？連我這種人都誇上了， 大公子口才真不得了，真不愧是南宮世家。"
Story/T_5_3_1_024,"原來我也是為國為民的大俠。"
Story/T_5_3_1_023,"雖然不完全明白，但好像很有道理啊！"
Story/T_5_3_1_022,"我不一定是對的，但我不很認同大公子。 也許我將來又會改變主意，但起碼我現在不很認同大公子。 要想說服我，得說出更有道理的話來。"
Story/T_5_3_1_021,"論策應以事實為本，而非夸夸其談，否則難免有矯飾之嫌。 這番話能令江湖人抬頭挺胸，走路有風，卻對現況一點幫助也沒有。"
Story/T_5_3_1_020,"不在其位，不謀其政，我山中粗鄙之人，只管活好我自己。 國家顛危之際尚且不提，平白無故前仆後繼去送死，就大可不必了吧。"
Story/T_5_3_1_019,"而我們呢？我們自己養自己，還把命送朝廷花使，就說不過去了。 別說撫卹，一人一條裹屍布都算朝廷恩寵。"
Story/T_5_3_1_018,"百姓納稅，朝廷發餉，將士並非官家所豢，而是萬民共養。 上陣殺敵保家衛國，是勇氣，也是職責所在。"
Story/T_5_3_1_017,"說到底，大家都怕死。 武林門派不是官，只是民，又沒領朝廷俸祿，年年還有賦稅。 日旦爭名逐利，不就是為了自己和家人們日子好過一點？"
Story/T_5_3_1_016,"……大公子口才真好。他胸懷磊落，或許真作如是想也說不定。 然而事實又是如何呢？江湖之中，只考慮自己的人，十有八九啊。"
Story/T_5_3_1_015,"真噁心。"
Story/T_5_3_1_014,"論策應以事實為本，要講根據的。 這番話能令江湖人抬頭挺胸，走路有風，然而對現況卻一點幫助也沒有。 說穿了，就是一團比較香的屁，明明是屁，大家還聞得樂不可支。"
Story/T_5_3_1_013,"更差一點的，頭殼裡還會裝屎。"
Story/T_5_3_1_012,"其中不會包含我就是了。我長得像豬，但畢竟是人。 多數人長得人模人樣，頭殼裡裝的卻都是豬腦。"
Story/T_5_3_1_011,"天下攘攘，皆為利往，百姓圖的就是豐衣足食日子舒爽。 江湖人不愛錢的也愛名聲，為了名聲，連性命都可以不要。 大公子這番話，給天下武林同道臉上添金，不知要有多少人追隨他。"
Story/T_5_3_1_010,"可惜大家快意恩仇，快得習慣了，腦子都變不好使， 只消有人登高一呼，把話說得動聽一點，就以他為馬首是瞻。"
Story/T_5_3_1_009,"只有說得好聽，不惜引經據典，可實際上根本不是這樣吧。 江湖人爭名奪利，何嘗不想做官飛黃騰達，只是做不了而已。 又沒領朝廷俸祿，沒吃官家一粒米糧，還要為別人的江山送死？"
Story/T_5_3_1_008,"真不愧是南宮世家……。"
Story/D_5_3_1_093,"這話說得真好，沒錯，正是這樣，我們都是為國為民！"
Story/D_5_3_1_092,"怎麼……我還道大公子只是仰仗家世的紈絝子弟， 原來他不是草包啊！"
Story/N_5_3_1_005,"慢了半拍，掌聲響徹正心堂。"
Story/D_5_3_1_091,"深兒……不，大公子，你……。"
Story/D_5_3_1_090,"唯有家齊，方能再論治國。 苟利於國者，匹夫有責。將士攘外，俠客安內。 所以我論江湖中人，無一不是為國為民！"
Story/D_5_3_1_089,"是以我輩無論文武，必先格物致知，明大義，知榮辱，意誠心正， 以心從文、習武，皆為脩身，成宗成派，則是齊家。"
Story/D_5_3_1_088,"『物格而後知至，知至而後意誠，意誠而後心正，心正而後身脩， 身脩而後家齊，家齊而後國治，國治而後天下平。』"
Story/D_5_3_1_087,"『古之欲明明德於天下者，先治其國；欲治其國者，先齊其家； 欲齊其家者，先脩其身；欲脩其身者，先正其心； 欲正其心者，先誠其意；欲誠其意者，先致其知，致知在格物。』"
Story/D_5_3_1_086,"禮記大學有云：『物有本末，事有終始，知所先後，則近道矣。』"
Story/D_5_3_1_085,"叔公你切莫著急，唐三俠此問，並不是刁難我，而是另有深意。 此地何地？唐門正心堂。我南宮世家護心訣，專論心意。 我知行如一，正心正義，試論天下豪傑心跡則可。"
Story/T_5_3_1_007,"我自有我一番見解，可惜三師兄問的不是我。"
Story/T_5_3_1_006,"我還道三師兄合該中意大公子，會輕鬆放過。 這題不是江湖禁忌嗎？誰都心知肚明，誰也不敢議論，講不好就得罪人。 這可比先前考詩詞、釋義的困難多了。"
Story/N_5_3_1_004,"所有江湖人都被涵蓋在這議題之下，為何武功高強，卻不去報效國家？ 不是都說為國為民，俠之大者嗎？那襄陽至今仍在打仗呢。"
Story/N_5_3_1_003,"這題說難實易，說易實難。 在場眾人，都面面相覷。"
Story/D_5_3_1_084,"陞兄，你這……這題出得有點兒刁難人吧？"
Story/D_5_3_1_083,"題為『農夫耕耘種稻以養天下，樵夫伐木造紙以利學問， 夫武人學成而不以之事國，何用於民生？ 儒能以文亂法，俠則以武犯禁，如何見容於云衢？』"
Story/D_5_3_1_082,"……大公子，那唐某斗膽策問。"
Story/D_5_3_1_081,"我也沒有。"
Story/D_5_3_1_080,"我滿腦子都是經史子集，一時想不出什麼好問。"
Story/D_5_3_1_079,"那還是問別的？"
Story/D_5_3_1_078,"小師妹，大公子從小浸淫書香，身懷大義， 曾領袖群俠抵抗魔教侵攻，這才學、品德、功績都沒話說。 我再考他，也無甚意義，但要不問，又好像不大公平。"
Story/D_5_3_1_077,"……請稍等。"
Story/D_5_3_1_076,"唐掌門要出題考較在下，便請賜教。 詩詞歌賦、經義、論、策，皆可，雖不敢在儒俠面前賣弄， 可是為顯求親之誠，我願竭力一試。"
Story/D_5_3_1_075,"老哥哥我作媒人，前來說親，家主把事全權交給我。 我素知唐門高風亮節，不敢太過庸俗，只帶了象徵吉祥的問肯之禮， 萬勿推卻。"
Story/D_5_3_1_074,"大公子文武雙全，風度翩翩，兩家本是世交，結為親家，再好不過。"
Story/D_5_3_1_073,"你不知道，南宮世家人面廣，是他們肯禮賢下士。 碰著每個唐門弟子就慰問，見過面的都記得名字，沒碰面的也寒暄一番。"
Story/D_5_3_1_072,"你不早就清楚了？我見著他們來時，還與你寒暄。 他們一到，先哭後笑，既哀大師兄之喪，也慶小師妹之喜。"
Story/D_5_3_1_071,"江陵大戰的少帥都來了，方才那易少俠未免相形可憐了。"
Story/T_5_3_1_005,"他上回還疑心我們下毒暗害老太爺，冷嘲熱諷一番！ 莫不是失憶了嗎？"
Story/T_5_3_1_004,"南宮世家大公子竟然也來了。"
Story/T_5_3_1_003,"大公子竟然也來了……他不是才和上官家悔婚不久嗎？"
Story/D_5_3_1_070,"小師妹，我看名冊，大公子就是最後一位壓軸了。 他文武全才，琴棋書畫四藝皆通，家財萬貫，可能沒有更好的了。 妳再這樣心不在焉，就沒人啦。"
Story/D_5_3_1_069,"南宮世伯好，大公子好。"
Story/D_5_3_1_068,"……。"
Story/D_5_3_1_067,"三爺一稱，萬不敢當，偉兄好久不見了，大公子也好。 二位蒞臨，蓬蓽生輝。"
Story/D_5_3_1_066,"至於唐世妹，更不待言。 世妹之美，宛如冰雕美玉，流光自照，渾然天成。 江陵壽宴片面之緣，就令愚兄印象深刻，念念不忘。"
Story/D_5_3_1_065,"唐三爺自然是要拜見的，不過叔公你忘了，這位唐三爺， 先前在太上家主壽宴之時，就曾有幸得見尊範。"
Story/D_5_3_1_064,"深兒，來拜見唐三俠，這是叔公好朋友。"
Story/D_5_3_1_063,"唐三俠，我『鐵鞭』南宮偉，與你也不是頭一回打交道， 今兒個來為未來家主說親，想必也不必我多作介紹。 你老兄可別貴人多忘，一陣子沒見，就忘了老哥哥我。"
Story/D_5_3_1_062,"下一位，來自江陵，南宮世家南宮深公子蒞臨！"
Story/D_5_3_1_061,"哎唷，三師兄怒了，大家小聲點。"
Story/D_5_3_1_060,"咳，嗯！"
Story/D_5_3_1_059,"哈哈哈哈哈！"
Story/D_5_3_1_058,"哈哈哈哈師兄你幹嘛啦！你有病哎！"
Story/D_5_3_1_057,"我不會說第二次。女人，跟我來。我看上妳了！"
Story/D_5_3_1_056,"偶爾就是會有這種人啦，習慣就好。 他們就覺得這樣很有男子氣概，別說，還真有小娘子肯吃這套，還不少。"
Story/D_5_3_1_055,"這人怎麼這樣沒禮貌？他以為他是誰啊，這麼霸道。 我們又沒欠他錢，真是莫名其妙。"
Story/D_5_3_1_054,"好了，別說了，還有完沒完你？"
Story/D_5_3_1_053,"好，妳今日瞧我不起，明日我讓妳高攀不起。 等我突破最後一重天──"
Story/D_5_3_1_052,"送客。"
Story/D_5_3_1_051,"還好。"
Story/D_5_3_1_050,"……小師妹，妳覺得……？"
Story/D_5_3_1_049,"……。"
Story/T_5_3_1_002,"師弟如此嘲弄客人，未免有失風度。 但若一味容讓，又讓人難以釋懷。"
Story/D_5_3_1_048,"我遲早要殺了你！！"
Story/N_5_3_1_002,"你雖沒說話，但嘴皮嘴唇一直掀動，極度惹人生憎之能事。"
Story/D_5_3_1_047,"……。"
Story/D_5_3_1_046,"盡知逞口舌之快，你就盡管動嘴皮子吧。"
Story/D_5_3_1_045,"我沒膽，我不敢。我怕你撐不到三回合就死掉了。 今天是吉日，恕在下不想犯殺戒，少俠，你還是找棵樹自我了斷得了。"
Story/D_5_3_1_044,"嘴賤雜種，你有膽出來與我大戰三百回合！"
Story/D_5_3_1_043,"好啦，你最強，你無敵，你一出生就無敵。 外邊請吧，慢走不送。"
Story/D_5_3_1_042,"你敢嘲笑我！你知道我是誰嗎？"
Story/D_5_3_1_041,"哈哈哈哈哈！"
Story/D_5_3_1_040,"膽敢忤逆我的女人～妳是第一個～"
Story/D_5_3_1_039,"妳成功引起了我的注意～"
Story/D_5_3_1_038,"這不就對了嗎？跟我……。"
Story/N_5_3_1_001,"小師妹幾不可察的淺淺一笑，旋即又收斂起笑意，俏臉生寒。"
Story/T_5_3_1_001,"師兄，師兄，師兄！"
Story/D_5_3_1_037,"咦？地上有一本秘笈，師兄，是不是你掉的？"
Story/D_5_3_1_036,"大好日子，不宜見血，走走走。"
Story/D_5_3_1_035,"師兄，還有好多人在看，小師妹的選婿的事比較重要，別跟他一般見識。"
Story/D_5_3_1_034,"你、你這醜八怪，是男是女？別過來，我警告你別過來啊！ 小心我一對黑翼雙劍要你小命！"
Story/D_5_3_1_033,"這不就對了嗎？跟我……。"
Story/D_5_3_1_032,"我要殺了你！我要殺了你！"
Story/D_5_3_1_031,"哼，有趣，膽敢忤逆我的女人，妳是第一個。 妳成功引起了我的注意。 我就破例再說一次，跟我來，不准妳有『是』以外的回答。"
Story/D_5_3_1_030,"……。"
Story/D_5_3_1_029,"我不會說第二次。女人，跟我來。"
Story/D_5_3_1_028,"唐三俠是文人，當朝重文輕武，你看不起武者，我豈能不知？ 可是那又如何？今日要嫁的，是唐小娘子才對。"
Story/D_5_3_1_027,"拍拍，不要生氣，拍拍。"
Story/D_5_3_1_026,"小、小師妹，妳，妳聽這位少俠所言，意下如何？ 呼哧……呼哧……我看是不太妥。"
Story/D_5_3_1_025,"不，不好。我一生只與這對雙劍為友。 人劍合一，以劍問道。 劍，就是道，就是不二學問。除此之外，我無可奉答！"
Story/D_5_3_1_024,"……我出幾道題，考較齊少俠文采、學問，還請不吝賜教可好？"
Story/D_5_3_1_023,"拍拍。"
Story/D_5_3_1_022,"久仰大名，齊少俠至情至性，佩服佩服。 江湖兒女，快意恩仇，不拘小節，不帶媒人亦非……亦非大事！"
Story/D_5_3_1_021,"……。"
Story/D_5_3_1_020,"……。"
Story/D_5_3_1_019,"我沒帶媒人，因為兩情相悅，是重心靈相通。 愛一個人，不須別人置喙。 而我，看上了妳，這就足夠了。"
Story/D_5_3_1_018,"武林後學齊壬，見過唐三俠、唐小娘子。"
Story/D_5_3_1_017,"下一位，來自洪洲，人稱『斬天黑翼雙龍劍』，齊壬，齊少俠～"
Story/D_5_3_1_016,"閉嘴吧你，人家保不定就成了乘龍快婿， 有點兒油怎麼了？好過你半點油水也沒有，窮成人乾。"
Story/D_5_3_1_015,"這人是長得不差，武功好像也挺強的。 但不知怎麼的，一股兒油耗味，讓人看了不適。"
